10	1.9891e+30	0	0	0	0	0	0	0	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-1.5646e+14	-3.05602e+07	0	-8.14757e+07	-16.6106	0	-3.07215e+30	-1.25814e+24	0	3.285e+23	9.15172e+17	9.62786e+10	0	4.57876e+11	48169.9	0	4.77213e+25	5.018e+18	0	4.867e+24	5.02303e+17	7.13749e+10	0	2.51682e+11	35762.7	0	1.28826e+27	1.82903e+20	0	5.972e+24	3.67825e+17	6.17313e+10	0	1.84638e+11	30987.2	0	2.15891e+27	3.61629e+20	0	6.39e+23	2.52761e+17	5.22459e+10	0	1.27442e+11	26341.9	0	3.36258e+26	6.93676e+19	0	1.898e+27	1.19813e+17	4.52015e+10	0	6.22235e+10	23470.5	0	2.10669e+30	7.89767e+23	0	5.683e+26	1.05761e+17	5.07133e+10	0	5.55256e+10	26636.5	0	7.08218e+29	3.43521e+23	0	8.681e+25	9.97179e+16	5.1354e+10	0	5.269e+10	27154.9	0	1.14518e+29	6.0075e+22	0	1.024e+26	9.68968e+16	4.49487e+10	0	5.13768e+10	23828.9	0	1.38866e+29	6.41516e+22	0	7.342e+22	3.67324e+17	6.39817e+10	0	1.84387e+11	32124.4	0	2.65188e+25	4.88666e+18	0	
10	1.9891e+30	-3.21774e+14	-6.47486e+07	0	-8.35858e+07	-17.4745	0	-1.49235e+30	-6.10879e+23	0	3.285e+23	1.83115e+18	1.92642e+11	0	4.58078e+11	48191	0	2.3849e+25	2.50775e+18	0	4.867e+24	1.00607e+18	1.42958e+11	0	2.52048e+11	35814.8	0	6.43162e+26	9.13114e+19	0	5.972e+24	7.3766e+17	1.23799e+11	0	1.85139e+11	31071.1	0	1.07647e+27	1.80305e+20	0	6.39e+23	5.08456e+17	1.05097e+11	0	1.28169e+11	26491.9	0	1.67156e+26	3.44791e+19	0	1.898e+27	2.45959e+17	9.27795e+10	0	6.37421e+10	24039.6	0	1.02635e+30	3.84422e+23	0	5.683e+26	2.18715e+17	1.0491e+11	0	5.72239e+10	27461	0	3.4232e+29	1.66365e+23	0	8.681e+25	2.07109e+17	1.0672e+11	0	5.44836e+10	28097.6	0	5.51032e+28	2.90165e+22	0	1.024e+26	2.01716e+17	9.35602e+10	0	5.32183e+10	24679.2	0	6.66556e+28	3.07655e+22	0	7.342e+22	7.36656e+17	1.28333e+11	0	1.84887e+11	32216.6	0	1.32227e+25	2.43771e+18	0	
10	1.9891e+30	-4.90237e+14	-1.00226e+08	0	-8.47928e+07	-17.9685	0	-9.79036e+29	-4.00663e+23	0	3.285e+23	2.74743e+18	2.89037e+11	0	4.58195e+11	48203.4	0	1.5895e+25	1.67137e+18	0	4.867e+24	1.5104e+18	2.1462e+11	0	2.52263e+11	35845.2	0	4.28403e+26	6.08206e+19	0	5.972e+24	1.10825e+18	1.85994e+11	0	1.85431e+11	31120	0	7.16502e+26	1.20007e+20	0	6.39e+23	7.65246e+17	1.58174e+11	0	1.28592e+11	26579.3	0	1.11065e+26	2.29075e+19	0	1.898e+27	3.74375e+17	1.41208e+11	0	6.46128e+10	24365.6	0	6.74351e+29	2.52444e+23	0	5.683e+26	3.34199e+17	1.60335e+11	0	5.81917e+10	27931.6	0	2.23978e+29	1.0898e+23	0	8.681e+25	3.17167e+17	1.6349e+11	0	5.55022e+10	28634.6	0	3.59697e+28	1.89854e+22	0	1.024e+26	3.0927e+17	1.43435e+11	0	5.42622e+10	25160.9	0	4.34563e+28	2.00462e+22	0	7.342e+22	1.10674e+18	1.92824e+11	0	1.85179e+11	32270.4	0	8.80105e+24	1.62298e+18	0	
10	1.9891e+30	-6.6071e+14	-1.36526e+08	0	-8.56377e+07	-18.3142	0	-7.26194e+29	-2.97142e+23	0	3.285e+23	3.66391e+18	3.85453e+11	0	4.58279e+11	48212.2	0	1.1919e+25	1.25328e+18	0	4.867e+24	2.01508e+18	2.86334e+11	0	2.52414e+11	35866.8	0	3.21107e+26	4.55871e+19	0	5.972e+24	1.47933e+18	2.4827e+11	0	1.85638e+11	31154.6	0	5.36771e+26	8.9902e+19	0	6.39e+23	1.02274e+18	2.11398e+11	0	1.28892e+11	26641.1	0	8.31021e+25	1.71393e+19	0	1.898e+27	5.04241e+17	1.90178e+11	0	6.52229e+10	24594	0	5.00705e+29	1.87365e+23	0	5.683e+26	4.51292e+17	2.16544e+11	0	5.88676e+10	28260.6	0	1.65838e+29	8.07606e+22	0	8.681e+25	4.28917e+17	2.21153e+11	0	5.62122e+10	29009.7	0	2.65917e+28	1.40597e+22	0	1.024e+26	4.18558e+17	1.94109e+11	0	5.49891e+10	25496.2	0	3.21001e+28	1.48014e+22	0	7.342e+22	1.47732e+18	2.57405e+11	0	1.85386e+11	32308.5	0	6.59334e+24	1.2161e+18	0	
10	1.9891e+30	-8.32659e+14	-1.73431e+08	0	-8.62867e+07	-18.5798	0	-5.76093e+29	-2.35696e+23	0	3.285e+23	4.58053e+18	4.81885e+11	0	4.58344e+11	48219	0	9.5338e+24	1.00248e+18	0	4.867e+24	2.52004e+18	3.58084e+11	0	2.52532e+11	35883.5	0	2.56764e+26	3.64522e+19	0	5.972e+24	1.85077e+18	3.10607e+11	0	1.85798e+11	31181.5	0	4.29043e+26	7.18576e+19	0	6.39e+23	1.28077e+18	2.6473e+11	0	1.29124e+11	26688.9	0	6.63607e+25	1.36859e+19	0	1.898e+27	6.35174e+17	2.39549e+11	0	6.56921e+10	24769.5	0	3.97511e+29	1.48703e+23	0	5.683e+26	5.69565e+17	2.73328e+11	0	5.9386e+10	28513.2	0	1.31384e+29	6.40258e+22	0	8.681e+25	5.41906e+17	2.79471e+11	0	5.67561e+10	29297.4	0	2.10433e+28	1.11413e+22	0	1.024e+26	5.29115e+17	2.45368e+11	0	5.55455e+10	25752.7	0	2.53871e+28	1.1702e+22	0	7.342e+22	1.84825e+18	3.22052e+11	0	1.85546e+11	32338.1	0	5.27007e+24	9.72174e+17	0	
10	1.9891e+30	-1.00578e+15	-2.10812e+08	0	-8.68129e+07	-18.7951	0	-4.76845e+29	-1.95073e+23	0	3.285e+23	5.49728e+18	5.78328e+11	0	4.58397e+11	48224.6	0	7.94389e+24	8.35296e+17	0	4.867e+24	3.0252e+18	4.29865e+11	0	2.52628e+11	35897.1	0	2.13888e+26	3.03649e+19	0	5.972e+24	2.2225e+18	3.72993e+11	0	1.85929e+11	31203.4	0	3.57282e+26	5.98379e+19	0	6.39e+23	1.53921e+18	3.18148e+11	0	1.29313e+11	26728	0	5.52186e+25	1.13877e+19	0	1.898e+27	7.66951e+17	2.89235e+11	0	6.60727e+10	24911.9	0	3.29224e+29	1.23126e+23	0	5.683e+26	6.88771e+17	3.30565e+11	0	5.98058e+10	28717.8	0	1.08635e+29	5.29694e+22	0	8.681e+25	6.55873e+17	3.38307e+11	0	5.71961e+10	29530.5	0	1.73842e+28	9.2144e+21	0	1.024e+26	6.4067e+17	2.97087e+11	0	5.59955e+10	25960.1	0	2.09628e+28	9.65983e+21	0	7.342e+22	2.21948e+18	3.86753e+11	0	1.85677e+11	32362.2	0	4.3886e+24	8.09668e+17	0	
10	1.9891e+30	-1.17986e+15	-2.48588e+08	0	-8.72551e+07	-18.976	0	-4.06428e+29	-1.66253e+23	0	3.285e+23	6.41412e+18	6.74782e+11	0	4.58441e+11	48229.3	0	6.80837e+24	7.15895e+17	0	4.867e+24	3.53054e+18	5.01672e+11	0	2.5271e+11	35908.7	0	1.83273e+26	2.60185e+19	0	5.972e+24	2.59447e+18	4.35418e+11	0	1.8604e+11	31222	0	3.06058e+26	5.12583e+19	0	6.39e+23	1.798e+18	3.71637e+11	0	1.29473e+11	26760.9	0	4.72711e+25	9.74841e+18	0	1.898e+27	8.99425e+17	3.39181e+11	0	6.63928e+10	25031.6	0	2.80744e+29	1.04972e+23	0	5.683e+26	8.08744e+17	3.88177e+11	0	6.01583e+10	28889.7	0	9.2512e+28	4.51296e+22	0	8.681e+25	7.70644e+17	3.97569e+11	0	5.75652e+10	29726.2	0	1.47933e+28	7.84875e+21	0	1.024e+26	7.53049e+17	3.49186e+11	0	5.63727e+10	26133.9	0	1.78317e+28	8.21495e+21	0	7.342e+22	2.59095e+18	4.51498e+11	0	1.85787e+11	32382.6	0	3.75941e+24	6.93657e+17	0	
10	1.9891e+30	-1.35476e+15	-2.867e+08	0	-8.76362e+07	-19.1318	0	-3.53912e+29	-1.44762e+23	0	3.285e+23	7.33104e+18	7.71245e+11	0	4.5848e+11	48233.3	0	5.95681e+24	6.26353e+17	0	4.867e+24	4.03603e+18	5.73499e+11	0	2.5278e+11	35918.7	0	1.60319e+26	2.27597e+19	0	5.972e+24	2.96665e+18	4.97879e+11	0	1.86135e+11	31238	0	2.67662e+26	4.48272e+19	0	6.39e+23	2.05709e+18	4.25188e+11	0	1.29611e+11	26789.4	0	4.13176e+25	8.52045e+18	0	1.898e+27	1.03249e+18	3.8935e+11	0	6.66687e+10	25134.7	0	2.44569e+29	9.14278e+22	0	5.683e+26	9.29371e+17	4.46108e+11	0	6.04618e+10	29037.8	0	8.04988e+28	3.92858e+22	0	8.681e+25	8.86099e+17	4.57193e+11	0	5.78828e+10	29894.8	0	1.28644e+28	6.83117e+21	0	1.024e+26	8.66126e+17	4.01606e+11	0	5.66972e+10	26283.3	0	1.55016e+28	7.13991e+21	0	7.342e+22	2.96262e+18	5.16282e+11	0	1.85883e+11	32400.2	0	3.28777e+24	6.06689e+17	0	
10	1.9891e+30	-1.53037e+15	-3.25103e+08	0	-8.79708e+07	-19.2687	0	-3.13265e+29	-1.28129e+23	0	3.285e+23	8.24803e+18	8.67715e+11	0	4.58514e+11	48236.9	0	5.29454e+24	5.56715e+17	0	4.867e+24	4.54165e+18	6.45346e+11	0	2.52842e+11	35927.5	0	1.42471e+26	2.02257e+19	0	5.972e+24	3.33901e+18	5.60369e+11	0	1.8622e+11	31252.1	0	2.37814e+26	3.98279e+19	0	6.39e+23	2.31644e+18	4.78793e+11	0	1.29733e+11	26814.5	0	3.66919e+25	7.56638e+18	0	1.898e+27	1.16608e+18	4.39712e+11	0	6.6911e+10	25225.3	0	2.16557e+29	8.09421e+22	0	5.683e+26	1.05057e+18	5.04317e+11	0	6.0728e+10	29167.8	0	7.12079e+28	3.47645e+22	0	8.681e+25	1.00215e+18	5.17134e+11	0	5.81613e+10	30042.8	0	1.13736e+28	6.04413e+21	0	1.024e+26	9.79811e+17	4.54307e+11	0	5.69817e+10	26414.3	0	1.37014e+28	6.30949e+21	0	7.342e+22	3.33447e+18	5.81098e+11	0	1.85967e+11	32415.8	0	2.92113e+24	5.39075e+17	0	
